session,group,type,channel,trial,latHi,latLo,latDiff,included
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,30,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,31,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,32,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,33,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,34,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,35,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,36,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,37,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,38,NaN,NaN,NaN,0
251002_Dupi_NMH_AB_1,DupiS1,Dupi,macBP2,39,NaN,NaN,NaN,0
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,1,3000,2860,-140,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,2,844,1056,212,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,3,2874,2872,-2,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,4,468,608,140,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,5,1366,1208,-158,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,6,2132,2102,-30,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,7,436,404,-32,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,8,104,2,-102,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,9,2676,2508,-168,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,10,2440,2436,-4,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,11,2602,2746,144,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,12,404,486,82,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,13,438,456,18,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,14,1158,1074,-84,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,15,268,264,-4,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,16,572,618,46,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,17,1226,1222,-4,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,18,1006,1046,40,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,19,1170,1136,-34,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,20,226,202,-24,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,21,2900,2860,-40,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,22,690,722,32,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,23,526,620,94,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,24,500,538,38,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,25,602,508,-94,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,26,1172,1080,-92,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,27,1628,1614,-14,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,28,2396,2330,-66,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,29,956,930,-26,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,30,2410,2692,282,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,31,3000,3000,0,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,32,1080,1262,182,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,33,222,202,-20,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,34,538,508,-30,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,35,2,90,88,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,36,716,700,-16,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,37,2712,2838,126,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,38,436,512,76,1
251027_Dupi_NMH_DL_1,DupiS1,Dupi,macBP2,39,380,244,-136,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,1,898,918,20,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,2,1604,1656,52,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,3,66,38,-28,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,4,400,374,-26,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,5,296,298,2,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,6,2,182,180,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,7,1060,1042,-18,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,8,536,468,-68,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,9,2882,2872,-10,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,10,1654,1654,0,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,11,2642,2800,158,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,12,2748,2780,32,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,13,1032,1102,70,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,14,2042,1798,-244,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,15,2582,2594,12,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,16,2778,2778,0,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,17,2146,2166,20,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,18,2940,2940,0,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,19,2768,2592,-176,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,20,622,446,-176,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,21,2762,2612,-150,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,22,124,124,0,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,23,516,582,66,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,24,2956,2850,-106,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,25,1934,1900,-34,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,26,2578,2570,-8,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,27,2478,2448,-30,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,28,2278,2334,56,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,29,2118,2232,114,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,30,30,34,4,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,31,2364,2430,66,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,32,2802,2790,-12,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,33,2838,2838,0,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,34,1212,1246,34,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,35,2302,2258,-44,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,36,978,980,2,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,37,1576,1582,6,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,38,1164,1176,12,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,39,1648,1516,-132,1
250929_Dupi_NMH_GH_2,DupiS2,Dupi,macBP3,40,2862,2862,0,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,1,1364,1260,-104,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,2,932,794,-138,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,3,418,418,0,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,4,480,296,-184,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,5,2892,2962,70,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,6,632,218,-414,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,7,2388,2340,-48,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,8,2888,2912,24,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,9,2880,3000,120,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,10,1326,1176,-150,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,11,2540,2444,-96,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,12,422,298,-124,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,13,2,2,0,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,14,2826,2854,28,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,15,410,470,60,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,16,1250,1372,122,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,17,2086,2114,28,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,18,190,104,-86,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,19,1148,1284,136,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,20,2532,2540,8,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,21,2592,2532,-60,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,22,566,620,54,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,23,2352,2300,-52,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,24,622,684,62,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,25,1054,1260,206,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,26,1994,1916,-78,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,27,2074,2138,64,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,28,2226,2146,-80,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,29,1772,1862,90,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,30,792,912,120,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,31,1454,1346,-108,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,32,848,870,22,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,33,3000,2698,-302,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,34,2544,2486,-58,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,35,1676,2090,414,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,36,2082,2190,108,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,37,3000,2912,-88,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,38,2108,2220,112,1
251002_Dupi_NMH_AB_2,DupiS2,Dupi,macBP2,39,2028,2142,114,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,1,1636,1700,64,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,2,384,384,0,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,3,152,152,0,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,4,2980,2900,-80,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,5,486,350,-136,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,6,580,822,242,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,7,1010,1120,110,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,8,1198,1058,-140,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,9,188,532,344,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,10,328,344,16,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,11,752,690,-62,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,12,138,20,-118,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,13,670,568,-102,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,14,2456,2660,204,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,15,170,94,-76,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,16,2480,2562,82,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,17,2748,2650,-98,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,18,1304,1556,252,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,19,2410,2496,86,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,20,222,78,-144,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,21,100,204,104,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,22,298,208,-90,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,23,304,390,86,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,24,334,492,158,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,25,1248,1254,6,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,26,1886,1708,-178,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,27,2390,2370,-20,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,28,2120,2136,16,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,29,666,488,-178,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,30,1406,1414,8,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,31,1126,1202,76,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,32,1172,1216,44,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,33,2928,2992,64,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,34,1872,1826,-46,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,35,2430,2402,-28,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,36,2882,2800,-82,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,37,84,116,32,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,38,1406,1244,-162,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,39,712,610,-102,1
250623_Dupi_NMH_KS_3,DupiS3,Dupi,macBP2,40,96,136,40,1
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,1,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,2,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,3,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,4,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,5,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,6,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,7,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,8,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,9,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,10,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,11,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,12,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,13,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,14,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,15,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,16,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,17,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,18,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,19,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,20,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,21,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,22,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,23,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,24,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,25,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,26,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,27,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,28,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,29,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,30,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,31,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,32,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,33,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,34,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,35,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,36,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,37,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,38,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,39,NaN,NaN,NaN,0
251013_Dupi_NMH_JN_2,DupiS2,Dupi,macBP2,40,NaN,NaN,NaN,0
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,1,1814,1944,130,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,2,1084,1344,260,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,3,2736,2484,-252,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,4,1870,1756,-114,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,5,2844,3000,156,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,6,892,912,20,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,7,3000,2844,-156,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,8,1914,1802,-112,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,9,198,220,22,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,10,2844,2884,40,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,11,2156,2198,42,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,12,2554,2630,76,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,13,2604,2692,88,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,14,2432,2490,58,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,15,2822,2878,56,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,16,1898,1996,98,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,17,1830,1886,56,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,18,2930,2972,42,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,19,2864,2848,-16,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,20,272,500,228,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,21,180,20,-160,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,22,2612,2528,-84,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,23,2764,2644,-120,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,24,114,24,-90,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,25,2914,2840,-74,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,26,752,760,8,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,27,1498,1588,90,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,28,2216,2186,-30,1
251110_Dupi_NMH_PC_1,DupiS1,Dupi,macBP1,29,2,54,52,1
